epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,45.6988,1.17839,2.88643,1.19586,0.78957,0.71545,0.81405,0.54004,1.14511,1.25205,1.11944,9.61154e-05,9.61154e-05,9.61154e-05
2,73.7966,1.07463,0.9568,1.10875,0.91619,0.90523,0.95647,0.6447,1.08535,0.73165,1.13963,0.000192194,0.000192194,0.000192194
3,111.904,1.07049,0.77025,1.10119,0.93115,0.93909,0.97552,0.68235,1.00193,0.66274,1.1159,0.000286331,0.000286331,0.000286331
4,145.321,1.00185,0.67125,1.08545,0.93613,0.95896,0.97907,0.69298,0.97982,0.58065,1.0765,0.000285268,0.000285268,0.000285268
5,190.245,0.9817,0.61096,1.0696,0.95699,0.96241,0.98305,0.70916,0.96999,0.54367,1.06687,0.000282358,0.000282358,0.000282358
6,235.737,0.97607,0.59134,1.0683,0.95287,0.97653,0.98455,0.70829,0.95252,0.51874,1.07365,0.000279447,0.000279447,0.000279447
7,266.896,0.94755,0.56401,1.05822,0.9688,0.96789,0.98163,0.70647,0.98889,0.50465,1.08419,0.000276536,0.000276536,0.000276536
8,297.703,0.94855,0.54872,1.05939,0.95659,0.97106,0.98385,0.70937,0.95282,0.49403,1.0651,0.000273626,0.000273626,0.000273626
9,329.427,0.93113,0.53602,1.053,0.95953,0.97746,0.98265,0.71315,0.9622,0.48075,1.05673,0.000270715,0.000270715,0.000270715
10,376.29,0.9211,0.51902,1.04461,0.95857,0.97652,0.98762,0.71781,0.93813,0.48043,1.05717,0.000267805,0.000267805,0.000267805
11,422.662,0.90418,0.51649,1.03881,0.96175,0.96688,0.98386,0.71526,0.94959,0.48851,1.06331,0.000264894,0.000264894,0.000264894
12,452.916,0.90583,0.50966,1.03407,0.96864,0.979,0.98516,0.7168,0.95518,0.47195,1.05926,0.000261983,0.000261983,0.000261983
13,483.77,0.92505,0.52563,1.04493,0.95292,0.97779,0.98227,0.72105,0.94625,0.45281,1.05901,0.000259073,0.000259073,0.000259073
14,516.242,0.88657,0.49127,1.0276,0.96818,0.98125,0.98868,0.73351,0.9242,0.45766,1.05018,0.000256162,0.000256162,0.000256162
15,563.359,0.89163,0.49514,1.03449,0.97933,0.97823,0.98768,0.72353,0.94237,0.44693,1.05592,0.000253252,0.000253252,0.000253252
16,602.474,0.87209,0.48269,1.02062,0.96889,0.98356,0.98333,0.72286,0.91958,0.43144,1.05701,0.000250341,0.000250341,0.000250341
17,633.372,0.8752,0.47379,1.02813,0.97757,0.98089,0.98482,0.72796,0.92402,0.42772,1.05743,0.00024743,0.00024743,0.00024743
18,663.621,0.86405,0.46589,1.01857,0.97281,0.98164,0.98606,0.72927,0.92391,0.41923,1.04815,0.00024452,0.00024452,0.00024452
19,695.682,0.86746,0.46991,1.01895,0.96813,0.98427,0.98861,0.72535,0.92814,0.41829,1.05616,0.000241609,0.000241609,0.000241609
20,726.471,0.86151,0.46693,1.02268,0.96289,0.9832,0.9868,0.72515,0.93422,0.43301,1.06254,0.000238699,0.000238699,0.000238699
21,757.284,0.8527,0.45459,1.01322,0.97793,0.9809,0.98609,0.72905,0.91061,0.40914,1.04677,0.000235788,0.000235788,0.000235788
22,788.714,0.84448,0.44381,1.01479,0.96054,0.98458,0.98384,0.73188,0.91301,0.42248,1.05787,0.000232877,0.000232877,0.000232877
23,819.141,0.84708,0.44162,1.01478,0.97084,0.98606,0.98697,0.73734,0.91503,0.42158,1.05824,0.000229967,0.000229967,0.000229967
24,851.387,0.83473,0.43781,1.00749,0.96954,0.98129,0.98674,0.73739,0.90408,0.4111,1.04872,0.000227056,0.000227056,0.000227056
25,896.547,0.82308,0.43769,1.00772,0.97769,0.98169,0.98575,0.73546,0.91564,0.40707,1.05368,0.000224146,0.000224146,0.000224146
26,934.552,0.81537,0.43823,1.00494,0.97155,0.98804,0.99,0.73797,0.9089,0.40152,1.04779,0.000221235,0.000221235,0.000221235
27,976.557,0.81568,0.42475,0.99657,0.97482,0.98211,0.98926,0.73962,0.90998,0.39895,1.04851,0.000218324,0.000218324,0.000218324
28,1013.98,0.81375,0.42395,0.99545,0.97829,0.9895,0.98681,0.73912,0.90407,0.39152,1.05237,0.000215414,0.000215414,0.000215414
29,1043.97,0.8142,0.41853,1.00202,0.98561,0.98794,0.99016,0.73896,0.91841,0.3854,1.05832,0.000212503,0.000212503,0.000212503
30,1075.28,0.79774,0.41659,0.99377,0.98366,0.98234,0.98706,0.74025,0.90498,0.40236,1.06674,0.000209593,0.000209593,0.000209593
31,1106.56,0.78888,0.4035,0.99278,0.97834,0.98502,0.9876,0.73103,0.91593,0.39277,1.06261,0.000206682,0.000206682,0.000206682
32,1144.73,0.7896,0.40569,0.99608,0.98759,0.98863,0.98971,0.74061,0.9173,0.38973,1.0578,0.000203771,0.000203771,0.000203771
33,1185.09,0.79653,0.40113,0.99437,0.97246,0.98717,0.98887,0.73457,0.90934,0.39108,1.05883,0.000200861,0.000200861,0.000200861
34,1215.86,0.79266,0.40373,0.99385,0.98096,0.98767,0.988,0.73758,0.91205,0.38677,1.069,0.00019795,0.00019795,0.00019795
35,1246.66,0.79009,0.4018,0.99426,0.98295,0.98574,0.98925,0.74154,0.90471,0.38317,1.05496,0.00019504,0.00019504,0.00019504
36,1278.78,0.78676,0.40508,0.99007,0.97479,0.98325,0.9852,0.7335,0.91393,0.39299,1.05404,0.000192129,0.000192129,0.000192129
37,1316.4,0.77784,0.40113,0.98372,0.98043,0.98265,0.98817,0.73805,0.90252,0.38406,1.05341,0.000189218,0.000189218,0.000189218
38,1346.66,0.77295,0.39335,0.98891,0.98252,0.98709,0.98715,0.74036,0.9051,0.37631,1.06148,0.000186308,0.000186308,0.000186308
39,1378.21,0.76634,0.39576,0.98194,0.9774,0.99026,0.98803,0.74571,0.89247,0.37728,1.05202,0.000183397,0.000183397,0.000183397
40,1410.6,0.76389,0.38995,0.98365,0.98163,0.98721,0.98918,0.73801,0.90929,0.37924,1.06766,0.000180487,0.000180487,0.000180487
41,1447.99,0.7616,0.38364,0.98191,0.98228,0.98833,0.98752,0.738,0.90483,0.37723,1.05796,0.000177576,0.000177576,0.000177576
42,1479.21,0.74089,0.37535,0.97428,0.98852,0.98789,0.98852,0.73784,0.90098,0.38153,1.05839,0.000174665,0.000174665,0.000174665
43,1509.49,0.75299,0.37586,0.97226,0.97813,0.98893,0.98812,0.73632,0.90916,0.38168,1.06258,0.000171755,0.000171755,0.000171755
44,1540.59,0.74334,0.37129,0.97287,0.97898,0.98505,0.9889,0.74048,0.89953,0.37193,1.05326,0.000168844,0.000168844,0.000168844
45,1571.54,0.74478,0.37028,0.96992,0.9812,0.98805,0.98778,0.73938,0.9023,0.36878,1.05399,0.000165934,0.000165934,0.000165934
46,1601.97,0.74114,0.37124,0.97711,0.98282,0.9805,0.98677,0.73571,0.90177,0.38034,1.05966,0.000163023,0.000163023,0.000163023
47,1633.62,0.72329,0.36255,0.9609,0.98065,0.99019,0.9892,0.73938,0.90521,0.37583,1.06632,0.000160112,0.000160112,0.000160112
48,1664.2,0.73481,0.36458,0.97,0.98533,0.98449,0.98771,0.74146,0.88422,0.36481,1.05486,0.000157202,0.000157202,0.000157202
49,1694.98,0.72493,0.36376,0.97281,0.98269,0.98827,0.98868,0.73892,0.90201,0.37201,1.0582,0.000154291,0.000154291,0.000154291
50,1725.14,0.72886,0.36476,0.96422,0.98118,0.98648,0.98752,0.73769,0.89172,0.37485,1.05625,0.000151381,0.000151381,0.000151381
51,1756.63,0.71092,0.35988,0.9628,0.98207,0.98798,0.98894,0.73707,0.8972,0.37086,1.06388,0.00014847,0.00014847,0.00014847
52,1787.54,0.7017,0.3551,0.95475,0.98519,0.99042,0.98933,0.74029,0.8841,0.37015,1.05669,0.000145559,0.000145559,0.000145559
