epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,44.8113,1.17079,2.84289,1.20547,0.70984,0.76696,0.85277,0.59206,1.06697,1.49044,1.09921,9.61154e-05,9.61154e-05,9.61154e-05
2,75.0845,1.07255,0.9426,1.11723,0.91472,0.9023,0.95127,0.64789,1.07354,0.70196,1.10664,0.000192194,0.000192194,0.000192194
3,113.493,1.05005,0.73435,1.09959,0.91615,0.94172,0.95834,0.65118,1.06649,0.67732,1.116,0.000286331,0.000286331,0.000286331
4,145.309,1.03894,0.6781,1.09399,0.94022,0.94743,0.96435,0.68508,1.00188,0.58868,1.08274,0.000285268,0.000285268,0.000285268
5,183.102,0.99368,0.6164,1.06703,0.9548,0.95931,0.97549,0.69463,1.00664,0.54835,1.08273,0.000282358,0.000282358,0.000282358
6,229.283,0.98576,0.60012,1.07705,0.96384,0.95955,0.97642,0.69598,0.96806,0.51595,1.07353,0.000279447,0.000279447,0.000279447
7,274.44,0.96484,0.5614,1.06502,0.95981,0.96731,0.97149,0.69726,0.97856,0.51832,1.06507,0.000276536,0.000276536,0.000276536
8,316.97,0.94708,0.54736,1.05651,0.94808,0.95895,0.97338,0.71078,0.96278,0.49341,1.05882,0.000273626,0.000273626,0.000273626
9,359.438,0.93113,0.53994,1.04651,0.96627,0.97355,0.98093,0.70374,0.97389,0.48889,1.07106,0.000270715,0.000270715,0.000270715
10,404.109,0.91623,0.52682,1.04797,0.95314,0.9678,0.97582,0.71474,0.93716,0.46898,1.0555,0.000267805,0.000267805,0.000267805
11,436.179,0.92457,0.52157,1.04928,0.94974,0.97304,0.97303,0.71217,0.9429,0.47488,1.05369,0.000264894,0.000264894,0.000264894
12,474.18,0.90129,0.50699,1.03548,0.97333,0.97623,0.98039,0.71954,0.93559,0.45231,1.05789,0.000261983,0.000261983,0.000261983
13,507.67,0.90899,0.51459,1.04356,0.96851,0.97572,0.98012,0.71551,0.94874,0.45026,1.05714,0.000259073,0.000259073,0.000259073
14,545.96,0.90392,0.50664,1.04235,0.96821,0.97067,0.97852,0.71681,0.92046,0.45491,1.04695,0.000256162,0.000256162,0.000256162
15,577.269,0.89463,0.49479,1.04094,0.97135,0.97809,0.98112,0.71735,0.93104,0.4361,1.05801,0.000253252,0.000253252,0.000253252
16,607.876,0.87478,0.48387,1.02879,0.9577,0.96997,0.97732,0.72145,0.93056,0.44351,1.04554,0.000250341,0.000250341,0.000250341
17,651.114,0.86105,0.47493,1.0226,0.96514,0.9736,0.98004,0.72602,0.92852,0.4373,1.04978,0.00024743,0.00024743,0.00024743
18,690.989,0.86755,0.46914,1.02397,0.96636,0.96466,0.98064,0.73079,0.91159,0.43078,1.04497,0.00024452,0.00024452,0.00024452
19,732.115,0.8717,0.47306,1.03626,0.9727,0.97405,0.98117,0.73116,0.90871,0.42797,1.04011,0.000241609,0.000241609,0.000241609
