epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,43.6561,1.36403,4.78764,1.28817,0.0242,0.24566,0.01727,0.01021,1.26118,4.75319,1.14604,3.528e-05,3.528e-05,3.528e-05
2,56.4455,1.19131,3.07072,1.1541,0.48896,0.50877,0.50923,0.33613,1.17613,3.63476,1.13314,7.27723e-05,7.27723e-05,7.27723e-05
3,68.1459,1.0908,1.57279,1.09261,0.75782,0.78514,0.82664,0.57043,1.07304,1.47888,1.06813,0.000109508,0.000109508,0.000109508
4,84.0139,1.03127,1.05454,1.04822,0.84028,0.88238,0.91857,0.6488,1.02311,0.99372,1.06097,0.000145487,0.000145487,0.000145487
5,101.302,1.00286,0.87417,1.04161,0.92739,0.91663,0.95408,0.66767,1.02102,0.80322,1.06016,0.000180709,0.000180709,0.000180709
6,118.359,0.99066,0.79159,1.04413,0.91041,0.91505,0.95332,0.68481,0.97725,0.7608,1.03182,0.000215174,0.000215174,0.000215174
7,138.17,0.96497,0.71476,1.0249,0.91999,0.92359,0.96134,0.68082,1.00085,0.72114,1.04641,0.000248883,0.000248883,0.000248883
8,151.607,0.95962,0.67389,1.03106,0.93759,0.94516,0.96794,0.69008,1.00169,0.6541,1.04277,0.000273626,0.000273626,0.000273626
9,166.789,0.9523,0.6357,1.02567,0.94252,0.95485,0.97078,0.69791,0.98918,0.62023,1.05039,0.000270715,0.000270715,0.000270715
10,182.089,0.91674,0.60152,1.01737,0.94712,0.94456,0.97377,0.697,0.9696,0.60071,1.03764,0.000267805,0.000267805,0.000267805
11,197.023,0.92058,0.58433,1.01233,0.94804,0.95465,0.9735,0.70796,0.95168,0.56084,1.03272,0.000264894,0.000264894,0.000264894
12,212.73,0.91366,0.56592,1.01474,0.92681,0.95328,0.96182,0.69741,0.95132,0.57751,1.03223,0.000261983,0.000261983,0.000261983
13,228.838,0.89827,0.56247,1.0057,0.96681,0.9661,0.97755,0.71778,0.93817,0.51385,1.02863,0.000259073,0.000259073,0.000259073
