epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,46.3353,1.3124,4.76865,1.2499,0,0,0,0,1.24302,4.72589,1.12479,1.764e-05,1.764e-05,1.764e-05
2,53.2537,1.21923,4.68949,1.17353,0,0,0,0,1.19288,4.6133,1.05348,3.78416e-05,3.78416e-05,3.78416e-05
3,61.179,1.1485,4.50331,1.09117,0,0,0,0,1.15711,4.47034,0.99076,5.76358e-05,5.76358e-05,5.76358e-05
4,70.967,1.09765,4.30452,1.04523,0,0,0,0,1.13295,4.41929,0.97362,7.70224e-05,7.70224e-05,7.70224e-05
5,78.9493,1.09763,4.10207,1.03209,0,0,0,0,1.09197,4.38974,0.95201,9.60016e-05,9.60016e-05,9.60016e-05
6,91.1122,1.09016,3.9234,1.04435,0.07097,0.01545,0.01307,0.01038,1.09227,4.36313,0.95339,0.000114573,0.000114573,0.000114573
7,98.6538,1.09353,3.70366,1.03861,0.17498,0.12589,0.09397,0.07253,1.03057,4.26727,0.94244,0.000132737,0.000132737,0.000132737
8,108.716,1.09363,3.40543,1.04997,0.26664,0.31695,0.24187,0.17993,1.00062,4.17527,0.93575,0.000150494,0.000150494,0.000150494
9,118.943,1.11895,3.03544,1.06937,0.21786,0.52544,0.36777,0.26675,1.01652,4.08585,0.94223,0.000167843,0.000167843,0.000167843
10,129.591,1.11309,2.57224,1.07442,0.16855,0.65472,0.47468,0.33732,1.03452,3.92428,0.97018,0.000184785,0.000184785,0.000184785
11,139.357,1.11905,2.19267,1.08048,0.14085,0.69309,0.49541,0.35148,1.03125,3.78465,0.99135,0.000201319,0.000201319,0.000201319
12,148.101,1.11298,1.83394,1.09098,0.11423,0.85826,0.62186,0.43983,1.03968,3.3714,1.01092,0.000217446,0.000217446,0.000217446
13,158.355,1.1148,1.64234,1.09886,0.96625,0.34744,0.76922,0.53988,1.04769,3.03969,1.02089,0.000233166,0.000233166,0.000233166
14,167.042,1.08687,1.40247,1.08621,0.97842,0.38906,0.83498,0.59624,1.0173,2.71376,1.02194,0.000248477,0.000248477,0.000248477
15,177.3,1.04623,1.25895,1.07243,0.91284,0.42299,0.85859,0.59947,1.0372,2.46367,1.03255,0.000253252,0.000253252,0.000253252
16,187.385,1.03186,1.14632,1.06615,0.93549,0.6325,0.91716,0.64178,1.02205,1.94314,1.04258,0.000250341,0.000250341,0.000250341
17,196.183,1.01577,1.05155,1.05493,0.90242,0.72221,0.90611,0.64272,1.01696,1.69204,1.03951,0.00024743,0.00024743,0.00024743
18,205.506,1.01106,0.99699,1.05136,0.91351,0.75862,0.91684,0.63817,1.04721,1.59403,1.05363,0.00024452,0.00024452,0.00024452
19,214.287,1.01131,0.96711,1.05568,0.93441,0.83748,0.93586,0.66191,0.99771,1.34104,1.02922,0.000241609,0.000241609,0.000241609
