epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,49.4214,1.33239,4.77293,1.25542,0,0,0,0,1.21069,4.73061,1.10657,1.764e-05,1.764e-05,1.764e-05
2,55.7024,1.22054,4.69464,1.18527,0,0,0,0,1.16442,4.64912,1.0496,3.78416e-05,3.78416e-05,3.78416e-05
3,63.6215,1.14419,4.5244,1.10034,0,0,0,0,1.18867,4.48535,0.9953,5.76358e-05,5.76358e-05,5.76358e-05
4,71.5134,1.09948,4.32603,1.04627,0,0,0,0,1.13756,4.42498,0.96742,7.70224e-05,7.70224e-05,7.70224e-05
5,80.1682,1.07952,4.13527,1.03152,0,0,0,0,1.10721,4.39955,0.95475,9.60016e-05,9.60016e-05,9.60016e-05
6,87.8017,1.08153,3.92671,1.03895,0.06852,0.01984,0.01906,0.01443,1.08122,4.3673,0.94637,0.000114573,0.000114573,0.000114573
7,96.9019,1.06915,3.67235,1.0386,0.1758,0.12211,0.09797,0.07286,1.07133,4.28244,0.95057,0.000132737,0.000132737,0.000132737
8,104.778,1.09811,3.3801,1.05313,0.26065,0.31526,0.23863,0.17361,1.04762,4.1918,0.94451,0.000150494,0.000150494,0.000150494
9,114.377,1.1091,2.9666,1.06044,0.21528,0.53034,0.37784,0.27492,1.03255,4.08345,0.95081,0.000167843,0.000167843,0.000167843
10,122.215,1.09781,2.57911,1.06703,0.15256,0.65178,0.47446,0.33773,1.02573,3.92346,0.96698,0.000184785,0.000184785,0.000184785
11,131.051,1.09907,2.14604,1.07854,0.123,0.75319,0.54114,0.38139,1.05418,3.64575,0.98802,0.000201319,0.000201319,0.000201319
12,139.34,1.10568,1.8187,1.08407,0.12188,0.86666,0.66344,0.4712,1.0351,3.32726,1.0078,0.000217446,0.000217446,0.000217446
13,148.503,1.09924,1.59298,1.08708,0.92483,0.50566,0.80804,0.56636,1.04813,2.97017,1.02456,0.000233166,0.000233166,0.000233166
14,157.498,1.07279,1.38169,1.07757,0.94362,0.39787,0.83059,0.57958,1.05255,2.66941,1.0342,0.000248477,0.000248477,0.000248477
15,166.596,1.04175,1.21379,1.06673,0.92373,0.34262,0.81188,0.55949,1.07027,2.66648,1.04087,0.000253252,0.000253252,0.000253252
16,176.957,1.03456,1.12178,1.06854,0.88798,0.52712,0.84268,0.57814,1.06226,2.31738,1.03713,0.000250341,0.000250341,0.000250341
17,185.337,1.00798,1.04232,1.05583,0.91918,0.63576,0.89684,0.63767,1.02349,1.91964,1.02739,0.00024743,0.00024743,0.00024743
18,194.496,1.00743,0.99816,1.05334,0.9177,0.7814,0.92366,0.65646,1.01311,1.53076,1.03955,0.00024452,0.00024452,0.00024452
19,202.396,0.98173,0.95445,1.03789,0.92087,0.82861,0.93757,0.67216,0.99331,1.41129,1.0355,0.000241609,0.000241609,0.000241609
20,211.405,0.96288,0.89079,1.029,0.91857,0.87784,0.94891,0.67601,0.99374,1.15397,1.04017,0.000238699,0.000238699,0.000238699
21,219.614,0.96338,0.8895,1.02864,0.91365,0.89777,0.95306,0.67723,0.99387,1.07322,1.0483,0.000235788,0.000235788,0.000235788
